time,gyro_x,gyro_y,gyro_z,absolute,activity
0 days 00:10:20,1.15,3.15,-0.321,3.37,walking
0 days 00:10:20,1.25,4.59,0.296,4.76,walking
0 days 00:10:20,1.92,5.35,0.758,5.73,walking
0 days 00:10:20,2.5,4.6,1.02,5.33,walking
0 days 00:10:20,2.78,3.07,1.25,4.32,walking
0 days 00:10:20,2.9,1.96,1.3,3.73,walking
0 days 00:10:20,3.03,1.88,1.01,3.71,walking
0 days 00:10:20,3.26,2.15,0.687,3.96,walking
0 days 00:10:20,3.39,2.05,0.289,3.97,walking
0 days 00:10:20,3.47,1.82,-0.109,3.92,walking
0 days 00:10:20,3.4,1.81,-0.503,3.89,walking
0 days 00:10:20,3.06,2.19,-0.759,3.84,walking
0 days 00:10:20,2.61,2.5,-0.584,3.66,walking
0 days 00:10:20,2.05,2.66,-0.422,3.38,walking
0 days 00:10:20,1.49,2.62,-0.415,3.05,walking
0 days 00:10:20,1.03,2.44,-0.45,2.69,walking
0 days 00:10:20,0.61,2.18,-0.481,2.31,walking
0 days 00:10:20,0.202,1.81,-0.456,1.88,walking
0 days 00:10:20,-0.214,1.56,-0.47,1.64,walking
0 days 00:10:20,-0.683,1.37,-0.45,1.6,walking
0 days 00:10:20,-1.35,1.23,-0.612,1.93,walking
0 days 00:10:20,-2.13,1.19,-0.882,2.6,walking
0 days 00:10:20,-2.61,1.46,-1.03,3.16,walking
0 days 00:10:20,-2.46,1.68,-0.973,3.14,walking
0 days 00:10:20,-1.81,1.75,-0.294,2.54,walking
0 days 00:10:20,-0.94,1.56,0.788,1.99,walking
0 days 00:10:20,-0.173,0.402,0.803,0.915,walking
0 days 00:10:20,0.124,-0.38,0.113,0.416,walking
0 days 00:10:20,0.465,-0.0437,-0.345,0.581,walking
0 days 00:10:20,1.09,0.853,-0.403,1.44,walking
0 days 00:10:20,1.69,1.31,-0.297,2.16,walking
0 days 00:10:20,1.98,0.826,-0.301,2.17,walking
0 days 00:10:20,1.53,-0.144,-0.438,1.6,walking
0 days 00:10:20,0.153,-0.705,-0.249,0.763,walking
0 days 00:10:20,-1.02,0.0691,0.386,1.09,walking
0 days 00:10:20,-1.77,1.06,0.829,2.22,walking
0 days 00:10:20,-2.35,-0.257,0.701,2.46,walking
0 days 00:10:20,-2.18,-2.42,0.286,3.27,walking
0 days 00:10:20,-1.71,-2.89,-0.0507,3.36,walking
0 days 00:10:20,-1.21,-2.15,-0.137,2.47,walking
0 days 00:10:20,-0.872,-1.37,-0.139,1.63,walking
0 days 00:10:20,-0.84,-0.984,-0.0768,1.3,walking
0 days 00:10:20,-1.04,-1.02,-0.226,1.48,walking
0 days 00:10:20,-1.58,-1.68,-0.657,2.4,walking
0 days 00:10:20,-2.24,-2.4,-1.16,3.49,walking
0 days 00:10:20,-2.62,-2.29,-1.42,3.76,walking
0 days 00:10:20,-2.79,-1.68,-1.4,3.54,walking
0 days 00:10:20,-2.77,-1.1,-1.11,3.18,walking
0 days 00:10:20,-2.69,-0.744,-0.771,2.89,walking
0 days 00:10:20,-2.6,-0.495,-0.482,2.69,walking
0 days 00:10:20,-2.49,-0.254,-0.303,2.52,walking
0 days 00:10:20,-2.37,0.00952,-0.202,2.38,walking
0 days 00:10:20,-2.26,0.247,-0.137,2.28,walking
0 days 00:10:20,-2.3,1.65,-0.164,2.83,walking
0 days 00:10:20,-2.49,5.18,-0.415,5.77,walking
0 days 00:10:20,-1.98,7.06,-0.578,7.36,walking
0 days 00:10:20,-1.19,7.62,-0.731,7.75,walking
0 days 00:10:20,-0.337,7.31,-0.857,7.36,walking
0 days 00:10:20,0.179,5.96,-0.811,6.02,walking
0 days 00:10:20,0.0983,3.09,-0.648,3.16,walking
0 days 00:10:20,-0.271,-0.145,-0.666,0.734,walking
0 days 00:10:20,-0.454,-2.32,-0.785,2.49,walking
0 days 00:10:20,-0.402,-3.3,-0.887,3.44,walking
0 days 00:10:20,-0.309,-3.74,-0.88,3.85,walking
0 days 00:10:20,-0.227,-3.9,-0.75,3.98,walking
0 days 00:10:20,-0.15,-3.8,-0.521,3.84,walking
0 days 00:10:20,-0.161,-3.13,-0.25,3.14,walking
0 days 00:10:20,-0.284,-1.62,-0.039,1.64,walking
0 days 00:10:20,-0.191,-0.412,-0.0218,0.454,walking
0 days 00:10:20,0.182,-0.339,-0.0521,0.388,walking
0 days 00:10:20,0.666,-1.04,0.0758,1.24,walking
0 days 00:10:20,1.14,-1.89,0.272,2.23,walking
0 days 00:10:20,1.62,-2.49,0.462,3.01,walking
0 days 00:10:20,2.17,-2.71,0.549,3.51,walking
0 days 00:10:20,2.83,-2.45,0.412,3.77,walking
0 days 00:10:20,3.59,-1.68,0.088,3.97,walking
0 days 00:10:20,4.29,-0.262,-0.202,4.3,walking
0 days 00:10:20,4.68,1.37,-0.351,4.88,walking
0 days 00:10:20,4.78,2.38,-0.371,5.35,walking
0 days 00:10:20,4.67,2.75,-0.187,5.42,walking
0 days 00:10:20,4.38,2.94,0.109,5.28,walking
0 days 00:10:20,3.87,3.06,0.414,4.95,walking
0 days 00:10:20,3.01,3.25,0.548,4.46,walking
0 days 00:10:20,2.07,3.1,0.525,3.77,walking
0 days 00:10:20,1.19,2.83,0.445,3.1,walking
0 days 00:10:20,0.582,2.69,0.308,2.77,walking
0 days 00:10:20,0.536,2.67,0.342,2.75,walking
0 days 00:10:20,1.29,2.27,0.598,2.68,walking
0 days 00:10:20,1.84,1.88,0.963,2.8,walking
0 days 00:10:20,2.05,1.76,1.29,3,walking
0 days 00:10:20,2.02,1.99,1.45,3.18,walking
0 days 00:10:20,1.95,3,1.39,3.84,walking
0 days 00:10:20,1.7,3.81,1.1,4.31,walking
0 days 00:10:20,1.31,3.27,0.752,3.6,walking
0 days 00:10:20,0.791,2.46,0.342,2.61,walking
0 days 00:10:20,0.333,2.1,0.0187,2.13,walking
0 days 00:10:21,-0.0698,1.93,-0.229,1.95,walking
0 days 00:10:21,-0.357,1.67,-0.442,1.77,walking
0 days 00:10:21,-0.587,1.41,-0.666,1.66,walking
0 days 00:10:21,-0.807,1.47,-0.894,1.9,walking
0 days 00:10:21,-1.05,1.64,-1.1,2.24,walking
0 days 00:10:21,-1.39,1.66,-1.33,2.54,walking
0 days 00:10:21,-1.85,1.49,-1.59,2.86,walking
0 days 00:10:21,-2.39,1.03,-1.8,3.17,walking
0 days 00:10:21,-2.87,0.519,-1.82,3.44,walking
0 days 00:10:21,-3.2,-0.0623,-1.88,3.71,walking
0 days 00:10:21,-3.34,-0.361,-1.94,3.88,walking
0 days 00:10:21,-2.98,1.02,-1.74,3.6,walking
0 days 00:10:21,-0.948,4.74,-0.685,4.88,walking
0 days 00:10:21,0.01,4.9,0.0787,4.9,walking
0 days 00:10:21,0.294,2.98,0.0125,2.99,walking
0 days 00:10:21,0.588,0.834,-0.1,1.03,walking
0 days 00:10:21,0.942,-0.992,-0.234,1.39,walking
0 days 00:10:21,1.15,-2.46,-0.405,2.75,walking
0 days 00:10:21,1.14,-3.45,-0.417,3.66,walking
0 days 00:10:21,0.857,-3.86,-0.354,3.97,walking
0 days 00:10:21,0.308,-3.51,-0.31,3.54,walking
0 days 00:10:21,-0.386,-2.76,-0.293,2.8,walking
0 days 00:10:21,-1.09,-2.08,-0.14,2.35,walking
0 days 00:10:21,-1.6,-1.32,0.0233,2.07,walking
0 days 00:10:21,-2.21,-1.26,0.213,2.55,walking
0 days 00:10:21,-2.92,-2.21,-0.627,3.71,walking
0 days 00:10:21,-2.79,-2.28,-0.614,3.66,walking
0 days 00:10:21,-2.28,-2.24,-0.0614,3.2,walking
0 days 00:10:21,-1.64,-2.19,0.0101,2.73,walking
0 days 00:10:21,-1.07,-2.13,-0.132,2.39,walking
0 days 00:10:21,-0.702,-1.86,-0.122,1.99,walking
0 days 00:10:21,-0.537,-1.52,-0.145,1.61,walking
0 days 00:10:21,-0.569,-1.12,-0.198,1.27,walking
0 days 00:10:21,-0.973,-0.319,-0.193,1.04,walking
0 days 00:10:21,-1.29,0.133,0.0506,1.3,walking
0 days 00:10:21,-1.37,0.109,0.321,1.41,walking
0 days 00:10:21,-1.32,-0.196,0.321,1.37,walking
0 days 00:10:21,-1.22,-0.731,0.0367,1.42,walking
0 days 00:10:21,-1.06,-1.31,-0.406,1.74,walking
0 days 00:10:21,-0.968,-1.7,-0.785,2.11,walking
0 days 00:10:21,-1.2,-1.87,-0.942,2.41,walking
0 days 00:10:21,-1.8,-1.81,-0.942,2.72,walking
0 days 00:10:21,-2.22,-1.28,-0.84,2.7,walking
0 days 00:10:21,-2.24,-0.757,-0.655,2.45,walking
0 days 00:10:21,-1.88,-0.583,-0.434,2.02,walking
0 days 00:10:21,-1.32,-0.77,-0.219,1.55,walking
0 days 00:10:21,-0.766,-1.09,-0.0688,1.34,walking
0 days 00:10:21,-0.376,-1.42,-0.0507,1.47,walking
0 days 00:10:21,-2.89,-1.84,0.236,3.43,walking
0 days 00:10:21,-2.8,-1.76,0.107,3.31,walking
0 days 00:10:21,-2.13,-1.25,-0.178,2.47,walking
0 days 00:10:21,-1.43,-0.458,-0.294,1.53,walking
0 days 00:10:21,-0.821,-1.01,-0.193,1.31,walking
0 days 00:10:21,-0.773,-2.55,-0.00804,2.67,walking
0 days 00:10:21,-0.701,-2.64,-0.118,2.73,walking
0 days 00:10:21,-0.753,-2.24,-0.28,2.38,walking
0 days 00:10:21,-0.959,-2.02,-0.339,2.26,walking
0 days 00:10:21,-1.27,-2.16,-0.273,2.52,walking
0 days 00:10:21,-1.42,-2.35,-0.208,2.75,walking
0 days 00:10:21,-1.34,-2.5,-0.118,2.84,walking
0 days 00:10:21,-1.01,-2.55,0.0424,2.74,walking
0 days 00:10:21,-0.581,-2.54,0.152,2.61,walking
0 days 00:10:21,-0.229,-2.53,0.157,2.54,walking
0 days 00:10:21,-0.0594,-2.88,0.0359,2.88,walking
0 days 00:10:21,-0.112,-4.12,-0.256,4.13,walking
0 days 00:10:21,0.197,-4.74,-0.596,4.78,walking
0 days 00:10:21,0.736,-4.73,-0.973,4.89,walking
0 days 00:10:21,1.37,-4.28,-1.31,4.68,walking
0 days 00:10:21,2,-3.65,-1.51,4.43,walking
0 days 00:10:21,2.52,-3,-1.64,4.25,walking
0 days 00:10:21,2.89,-2.34,-1.76,4.12,walking
0 days 00:10:21,3.12,-1.73,-1.8,4,walking
0 days 00:10:21,3.14,-1.28,-1.67,3.78,walking
0 days 00:10:21,2.64,-0.581,-1.33,3.01,walking
0 days 00:10:21,1.49,1.36,-1.08,2.29,walking
0 days 00:10:21,0.769,2.6,-0.85,2.84,walking
0 days 00:10:21,0.55,3,-0.591,3.1,walking
0 days 00:10:21,0.756,2.89,-0.48,3.02,walking
0 days 00:10:21,1.75,2.75,-0.435,3.29,walking
0 days 00:10:21,2.97,2.52,-0.145,3.9,walking
0 days 00:10:21,3.58,1.92,0.344,4.08,walking
0 days 00:10:21,3.54,1.37,0.751,3.87,walking
0 days 00:10:21,3.11,1.23,0.974,3.48,walking
0 days 00:10:21,2.51,0.716,1.07,2.82,walking
0 days 00:10:21,1.91,0.324,0.824,2.1,walking
0 days 00:10:21,1.29,-0.322,-0.0133,1.33,walking
0 days 00:10:21,1.14,0.143,-0.234,1.17,walking
0 days 00:10:21,1.01,0.741,-0.352,1.3,walking
0 days 00:10:21,1.1,1.39,-0.465,1.84,walking
0 days 00:10:21,1.36,1.65,-0.452,2.19,walking
0 days 00:10:21,1.59,1.49,-0.465,2.23,walking
0 days 00:10:21,1.58,1.41,-0.561,2.19,walking
0 days 00:10:21,1.45,1.64,-0.642,2.28,walking
0 days 00:10:21,1.26,1.93,-0.657,2.39,walking
0 days 00:10:21,0.945,2.13,-0.627,2.42,walking
0 days 00:10:21,0.49,2.07,-0.584,2.2,walking
0 days 00:10:21,-0.184,1.66,-0.533,1.75,walking
0 days 00:10:21,-1.09,1.15,-0.467,1.65,walking
0 days 00:10:21,-1.99,1.01,-0.383,2.27,walking
0 days 00:10:21,-2.69,1.08,-0.258,2.92,walking
0 days 00:10:22,-2.95,0.885,-0.00782,3.08,walking
0 days 00:10:22,-2.58,0.387,0.353,2.63,walking
0 days 00:10:22,-1.45,-0.49,0.607,1.65,walking
0 days 00:10:22,0.0741,-1.89,0.689,2.01,walking
0 days 00:10:22,1.1,-2.92,0.603,3.18,walking
0 days 00:10:22,1.34,-2.58,0.406,2.93,walking
0 days 00:10:22,0.337,-5.93,-0.0903,5.94,walking
0 days 00:10:22,-0.179,-5.24,-0.405,5.26,walking
0 days 00:10:22,-0.601,-2.76,-0.581,2.88,walking
0 days 00:10:22,-0.99,-0.762,-0.565,1.37,walking
0 days 00:10:22,-1.24,0.702,-0.44,1.49,walking
0 days 00:10:22,-1.3,2.37,-0.0584,2.7,walking
0 days 00:10:22,-1.47,2.01,0.245,2.5,walking
0 days 00:10:22,-1.52,1.12,0.451,1.94,walking
0 days 00:10:22,-1.44,0.538,0.798,1.73,walking
0 days 00:10:22,-1.21,0.0424,1.22,1.72,walking
0 days 00:10:22,-0.916,-0.25,1.58,1.84,walking
0 days 00:10:22,-0.598,-0.462,1.81,1.96,walking
0 days 00:10:22,-0.324,-0.399,1.81,1.88,walking
0 days 00:10:22,-0.174,-0.0138,1.48,1.49,walking
0 days 00:10:22,-0.188,0.368,0.952,1.04,walking
0 days 00:10:22,-0.507,0.504,0.36,0.801,walking
0 days 00:10:22,-1.03,0.501,-0.0978,1.15,walking
0 days 00:10:22,-2.35,1.44,-0.223,2.77,walking
0 days 00:10:22,-3.8,2.52,-0.234,4.57,walking
0 days 00:10:22,-4.33,2.91,-0.361,5.23,walking
0 days 00:10:22,-4.01,2.79,-0.545,4.91,walking
0 days 00:10:22,-3.16,2.42,-0.694,4.04,walking
0 days 00:10:22,-2.05,2.01,-0.758,2.97,walking
0 days 00:10:22,-0.936,1.65,-0.748,2.04,walking
0 days 00:10:22,0.0619,1.35,-0.715,1.53,walking
0 days 00:10:22,0.868,1.13,-0.681,1.58,walking
0 days 00:10:22,1.48,1.08,-0.632,1.94,walking
0 days 00:10:22,1.98,1.21,-0.565,2.39,walking
0 days 00:10:22,2.34,1.47,-0.51,2.82,walking
0 days 00:10:22,2.42,1.73,-0.494,3.01,walking
0 days 00:10:22,1.85,1.61,-0.43,2.49,walking
0 days 00:10:22,0.795,0.415,-0.0517,0.898,walking
0 days 00:10:22,-1.5,-5.69,-0.629,5.92,walking
0 days 00:10:22,-1.83,-6.71,-0.154,6.95,walking
0 days 00:10:22,-1.41,-6.4,0.391,6.56,walking
0 days 00:10:22,-0.507,-5.6,0.626,5.66,walking
0 days 00:10:22,0.693,-4.47,0.421,4.54,walking
0 days 00:10:22,2.06,-2.8,0.068,3.47,walking
0 days 00:10:22,3.25,-1.08,-0.271,3.44,walking
0 days 00:10:22,3.79,0.5,-0.617,3.87,walking
0 days 00:10:22,3.57,1.77,-0.874,4.07,walking
0 days 00:10:22,2.66,3.74,-1.06,4.71,walking
0 days 00:10:22,1.66,5.18,-1.17,5.56,walking
0 days 00:10:22,1.36,6.31,-1.17,6.56,walking
0 days 00:10:22,1.61,6.93,-0.884,7.17,walking
0 days 00:10:22,2.34,6.78,-0.101,7.17,walking
0 days 00:10:22,3.19,6.27,0.982,7.1,walking
0 days 00:10:22,3.65,5.6,1.45,6.84,walking
0 days 00:10:22,5.12,3.25,0.715,6.11,walking
0 days 00:10:22,5.04,1.5,-0.238,5.27,walking
0 days 00:10:22,3.88,1.16,-1.12,4.2,walking
0 days 00:10:22,2.64,1.48,-1.38,3.32,walking
0 days 00:10:22,1.53,1.99,-1.15,2.76,walking
0 days 00:10:22,0.591,2.69,-0.863,2.89,walking
0 days 00:10:22,0.114,2.92,-0.603,2.98,walking
0 days 00:10:22,0.199,2.37,-0.312,2.4,walking
0 days 00:10:22,0.613,1.82,-0.32,1.95,walking
0 days 00:10:22,1.13,1.95,-0.603,2.34,walking
0 days 00:10:22,1.56,2.62,-0.871,3.17,walking
0 days 00:10:22,1.85,3.28,-0.975,3.89,walking
0 days 00:10:22,1.9,3.5,-0.914,4.09,walking
0 days 00:10:22,1.73,3.3,-0.764,3.8,walking
0 days 00:10:22,1.56,3.21,-0.676,3.63,walking
0 days 00:10:22,1.37,3.3,-0.688,3.64,walking
0 days 00:10:22,1.09,3.24,-0.756,3.51,walking
0 days 00:10:22,0.838,3.13,-0.85,3.35,walking
0 days 00:10:22,0.639,3.17,-0.971,3.38,walking
0 days 00:10:22,0.407,3.51,-1.11,3.71,walking
0 days 00:10:22,0.139,4.08,-1.27,4.27,walking
0 days 00:10:22,-0.149,4.57,-1.43,4.79,walking
0 days 00:10:22,-0.451,4.85,-1.66,5.15,walking
0 days 00:10:22,-0.675,4.83,-1.97,5.26,walking
0 days 00:10:22,-0.799,4.63,-2.32,5.24,walking
0 days 00:10:22,-0.894,4.4,-2.54,5.16,walking
0 days 00:10:22,-1.11,4.18,-2.58,5.04,walking
0 days 00:10:22,-1.42,3.96,-2.53,4.91,walking
0 days 00:10:22,-1.46,3.31,-2.53,4.42,walking
0 days 00:10:22,-1.13,1.95,-2.45,3.33,walking
0 days 00:10:22,-0.77,0.969,-2.13,2.46,walking
0 days 00:10:22,-0.345,1.04,-1.73,2.05,walking
0 days 00:10:22,0.0519,1.51,-1.45,2.1,walking
0 days 00:10:22,0.26,1.67,-1.34,2.16,walking
0 days 00:10:22,0.205,1.53,-1.23,1.97,walking
0 days 00:10:22,0.0154,1.82,-1.08,2.11,walking
0 days 00:10:22,-0.354,4.44,-0.893,4.55,walking
0 days 00:10:22,-0.716,7.28,-0.438,7.33,walking
0 days 00:10:22,-0.909,8.13,-0.0238,8.18,walking
0 days 00:10:22,-0.876,7.83,0.2,7.88,walking
0 days 00:10:22,-0.59,7.13,0.373,7.16,walking
0 days 00:10:22,-0.206,6.3,0.429,6.32,walking
0 days 00:10:22,0.0939,5.48,0.41,5.5,walking
0 days 00:10:22,0.134,4.37,0.283,4.38,walking
0 days 00:10:22,-0.0288,2.64,0.136,2.65,walking
0 days 00:10:22,-0.121,0.677,-0.00141,0.687,walking
0 days 00:10:23,0.0939,-0.443,-0.0936,0.463,walking
0 days 00:10:23,0.504,-0.462,-0.165,0.703,walking
0 days 00:10:23,0.936,0.314,-0.287,1.03,walking
0 days 00:10:23,1.27,1.52,-0.446,2.03,walking
0 days 00:10:23,1.32,2.94,-0.551,3.27,walking
0 days 00:10:23,1.1,4.1,-0.665,4.29,walking
0 days 00:10:23,0.888,4.74,-0.81,4.89,walking
0 days 00:10:23,0.765,5.01,-0.823,5.13,walking
0 days 00:10:23,0.755,4.82,-0.735,4.93,walking
0 days 00:10:23,0.762,4.31,-0.668,4.43,walking
0 days 00:10:23,0.75,3.75,-0.623,3.88,walking
0 days 00:10:23,0.599,3.29,-0.509,3.38,walking
0 days 00:10:23,0.343,3.07,-0.441,3.12,walking
0 days 00:10:23,0.294,3.08,-0.36,3.11,walking
0 days 00:10:23,0.44,3.25,-0.212,3.28,walking
0 days 00:10:23,0.727,3.49,-0.0114,3.57,walking
0 days 00:10:23,1.07,3.87,0.216,4.02,walking
0 days 00:10:23,1.22,4.16,0.364,4.35,walking
0 days 00:10:23,1.12,4.16,0.429,4.33,walking
0 days 00:10:23,0.882,3.91,0.447,4.04,walking
0 days 00:10:23,0.532,3.45,0.445,3.52,walking
0 days 00:10:23,0.458,3.13,0.497,3.21,walking
0 days 00:10:23,0.557,2.94,0.504,3.03,walking
0 days 00:10:23,0.688,3.02,0.478,3.13,walking
0 days 00:10:23,0.848,3.4,0.494,3.54,walking
0 days 00:10:23,1.07,3.84,0.549,4.03,walking
0 days 00:10:23,1.35,4.35,0.593,4.6,walking
0 days 00:10:23,1.55,4.67,0.581,4.96,walking
0 days 00:10:23,1.66,4.74,0.491,5.05,walking
0 days 00:10:23,1.74,4.69,0.374,5.01,walking
0 days 00:10:23,1.8,4.54,0.315,4.9,walking
0 days 00:10:23,1.83,4.31,0.269,4.69,walking
0 days 00:10:23,1.79,3.74,0.187,4.15,walking
0 days 00:10:23,1.66,3.31,0.0137,3.7,walking
0 days 00:10:23,1.41,2.8,-0.155,3.14,walking
0 days 00:10:23,1.09,2.32,-0.203,2.57,walking
0 days 00:10:23,0.91,1.94,-0.107,2.15,walking
0 days 00:10:23,1.21,1.84,0.175,2.2,walking
0 days 00:10:23,1.67,2.49,0.501,3.04,walking
0 days 00:10:23,2.01,3.54,0.726,4.14,walking
0 days 00:10:23,2.15,4.22,0.801,4.8,walking
0 days 00:10:23,2.1,4.09,0.735,4.66,walking
0 days 00:10:23,1.96,3.55,0.594,4.1,walking
0 days 00:10:23,1.8,2.95,0.456,3.48,walking
0 days 00:10:23,1.68,2.58,0.355,3.1,walking
0 days 00:10:23,1.67,2.55,0.211,3.06,walking
0 days 00:10:23,1.7,2.66,-0.0187,3.16,walking
0 days 00:10:23,1.75,2.73,-0.239,3.25,walking
0 days 00:10:23,1.82,2.58,-0.475,3.2,walking
0 days 00:10:23,1.9,2.4,-0.718,3.14,walking
0 days 00:10:23,1.95,2.3,-0.936,3.16,walking
0 days 00:10:23,1.87,2.26,-1.15,3.15,walking
0 days 00:10:23,1.71,2.39,-1.39,3.25,walking
0 days 00:10:23,1.58,2.82,-1.63,3.62,walking
0 days 00:10:23,1.43,3.06,-1.89,3.87,walking
0 days 00:10:23,1.22,3.16,-2.08,3.98,walking
0 days 00:10:23,1.02,3.24,-2.17,4.03,walking
0 days 00:10:23,0.88,3.4,-2.13,4.1,walking
0 days 00:10:23,0.792,3.69,-2,4.27,walking
0 days 00:10:23,0.71,3.91,-1.92,4.41,walking
0 days 00:10:23,0.61,3.85,-1.92,4.34,walking
0 days 00:10:23,0.495,3.51,-2.01,4.07,walking
0 days 00:10:23,0.365,3.15,-2.15,3.83,walking
0 days 00:10:23,0.233,2.94,-2.35,3.77,walking
0 days 00:10:23,0.0691,2.99,-2.51,3.91,walking
0 days 00:10:23,-0.0218,3.35,-2.62,4.25,walking
0 days 00:10:23,0.139,3.78,-2.63,4.6,walking
0 days 00:10:23,0.443,4.19,-2.56,4.93,walking
0 days 00:10:23,0.761,4.62,-2.34,5.24,walking
0 days 00:10:23,0.954,5.18,-2.05,5.65,walking
0 days 00:10:23,0.942,5.74,-1.82,6.09,walking
0 days 00:10:23,0.827,6.03,-1.68,6.31,walking
0 days 00:10:23,0.696,6.04,-1.52,6.26,walking
0 days 00:10:23,0.641,5.94,-1.3,6.12,walking
0 days 00:10:23,0.688,5.81,-1.08,5.95,walking
0 days 00:10:23,0.813,5.71,-0.865,5.83,walking
0 days 00:10:23,0.972,5.66,-0.686,5.78,walking
0 days 00:10:23,1.11,5.53,-0.528,5.66,walking
0 days 00:10:23,1.21,5.36,-0.393,5.51,walking
0 days 00:10:23,1.24,5.2,-0.306,5.35,walking
0 days 00:10:23,1.22,4.87,-0.224,5.03,walking
0 days 00:10:23,1.21,4.33,-0.198,4.5,walking
0 days 00:10:23,1.19,3.59,-0.243,3.78,walking
0 days 00:10:23,1.14,2.84,-0.393,3.09,walking
0 days 00:10:23,1.06,2.29,-0.605,2.6,walking
0 days 00:10:23,0.915,2.11,-0.781,2.43,walking
0 days 00:10:23,0.622,1.97,-0.939,2.27,walking
0 days 00:10:23,0.127,1.36,-1.05,1.72,walking
0 days 00:10:23,-0.515,0.363,-0.848,1.06,walking
0 days 00:10:23,-0.782,-0.222,-0.203,0.838,walking
0 days 00:10:23,-0.381,0.185,0.662,0.786,walking
0 days 00:10:23,0.766,1.16,1.48,2.03,walking
0 days 00:10:23,1.33,1.97,1.31,2.72,walking
0 days 00:10:23,1.29,2.77,0.882,3.18,walking
0 days 00:10:23,1.16,2.93,0.777,3.25,walking
0 days 00:10:23,0.977,2.42,0.806,2.73,walking
0 days 00:10:23,0.733,1.75,0.856,2.08,walking
0 days 00:10:23,0.355,0.839,0.922,1.3,walking
0 days 00:10:23,-0.401,-0.654,0.874,1.16,walking
0 days 00:10:23,-1.47,-2.31,0.716,2.83,walking
0 days 00:10:24,-2.2,-3.26,0.527,3.97,walking
0 days 00:10:24,-2.27,-2.81,0.146,3.62,walking
0 days 00:10:24,-1.9,-1.43,-0.00305,2.38,walking
0 days 00:10:24,-1.44,0.0958,0.325,1.48,walking
0 days 00:10:24,-1.17,1.32,0.704,1.9,walking
0 days 00:10:24,-0.977,2.08,0.931,2.48,walking
0 days 00:10:24,-0.837,2.59,0.974,2.89,walking
0 days 00:10:24,-0.711,3.74,0.925,3.92,walking
0 days 00:10:24,-1.06,7.75,0.791,7.86,walking
0 days 00:10:24,-1.26,10.5,0.482,10.6,walking
0 days 00:10:24,-1.16,12.1,0.0521,12.1,walking
0 days 00:10:24,-0.801,12.3,-0.244,12.3,walking
0 days 00:10:24,-0.697,9.36,-0.269,9.39,walking
0 days 00:10:24,-0.752,4.41,-0.206,4.48,walking
0 days 00:10:24,-0.744,-0.0792,-0.111,0.757,walking
0 days 00:10:24,-0.516,-2.55,-0.0259,2.6,walking
0 days 00:10:24,-0.245,-3.71,0.062,3.71,walking
0 days 00:10:24,-0.0615,-4.33,0.0927,4.33,walking
0 days 00:10:24,0.0801,-4.64,0.0989,4.64,walking
0 days 00:10:24,0.266,-4.64,0.0906,4.64,walking
0 days 00:10:24,0.492,-4.41,0.0445,4.44,walking
0 days 00:10:24,0.674,-4.02,-0.0139,4.07,walking
0 days 00:10:24,0.691,-3.29,-0.0244,3.36,walking
0 days 00:10:24,0.5,-1.86,0.0222,1.92,walking
0 days 00:10:24,0.509,0.143,0.0883,0.536,walking
0 days 00:10:24,1.06,2.21,0.095,2.45,walking
0 days 00:10:24,2.05,3.75,0.0634,4.28,walking
0 days 00:10:24,3.33,4.48,0.0863,5.59,walking
0 days 00:10:24,4.55,4.63,0.233,6.5,walking
0 days 00:10:24,5.34,4.37,0.435,6.91,walking
0 days 00:10:24,5.37,3.2,0.497,6.27,walking
0 days 00:10:24,5.07,2.11,0.491,5.51,walking
0 days 00:10:24,4.48,0.985,0.378,4.6,walking
0 days 00:10:24,3.6,0.0758,0.143,3.6,walking
0 days 00:10:24,2.74,-0.398,-0.0859,2.77,walking
0 days 00:10:24,1.74,-0.426,-0.172,1.8,walking
0 days 00:10:24,0.773,0.178,-0.332,0.86,walking
0 days 00:10:24,0.392,0.599,-0.609,0.94,walking
0 days 00:10:24,0.702,0.665,-0.851,1.29,walking
0 days 00:10:24,1.2,0.766,-0.96,1.72,walking
0 days 00:10:24,1.62,0.961,-0.903,2.09,walking
0 days 00:10:24,1.96,0.935,-0.72,2.29,walking
0 days 00:10:24,2.35,0.986,-0.66,2.63,walking
0 days 00:10:24,2.56,1.07,-0.723,2.87,walking
0 days 00:10:24,2.5,1.3,-0.827,2.93,walking
0 days 00:10:24,2.11,1.7,-1.01,2.89,walking
0 days 00:10:24,1.48,1.97,-1.05,2.68,walking
0 days 00:10:24,0.902,2.02,-0.996,2.43,walking
0 days 00:10:24,0.454,1.89,-1,2.18,walking
0 days 00:10:24,0.166,1.69,-1.01,1.97,walking
0 days 00:10:24,-0.0157,1.42,-1,1.74,walking
0 days 00:10:24,-0.136,1.11,-0.928,1.45,walking
0 days 00:10:24,-0.271,0.737,-0.794,1.12,walking
0 days 00:10:24,-0.508,0.367,-0.662,0.912,walking
0 days 00:10:24,-0.839,0.0959,-0.543,1,walking
0 days 00:10:24,-1.23,0.037,-0.481,1.32,walking
0 days 00:10:24,-1.65,0.27,-0.439,1.73,walking
0 days 00:10:24,-2.06,0.734,-0.408,2.22,walking
0 days 00:10:24,-2.3,1.3,-0.447,2.68,walking
0 days 00:10:24,-2.28,1.37,-0.499,2.71,walking
0 days 00:10:24,-1.93,0.842,-0.509,2.16,walking
0 days 00:10:24,-1.19,0.162,-0.417,1.27,walking
